Brand,Model,Year,Odometer Reading (km),Fuel Type,Transmission Type,Color,Number of Owners,Service History,Location,Previous Accidents,Engine Capacity (L),Car Type,Insurance Type,Price (INR)
Ford,EcoSport,2004,22390,Electric,Automatic,White,1,False,Pune,True,3.4,Wagon,Comprehensive,50000.0
Hyundai,Creta,2020,181235,Electric,Automatic,Grey,1,True,Bangalore,True,3.6,Sedan,Comprehensive,1272814.75
Maruti Suzuki,Dzire,2005,189370,CNG,Automatic,Black,1,False,Bangalore,False,3.7,SUV,None,50000.0
Toyota,Innova,2010,59412,Diesel,Manual,Black,1,False,Pune,False,2.1,Convertible,Comprehensive,871088.2
Audi,A4,2015,164161,Diesel,Automatic,Red,1,True,Bangalore,True,1.9,Coupe,Comprehensive,4025375.85
Tata,Altroz,2007,174044,CNG,Manual,Silver,2,True,Ahmedabad,True,1.2,Convertible,None,50000.0
Hyundai,Verna,2013,67156,Petrol,Manual,Grey,2,False,Bangalore,False,2.6,Sedan,None,339926.6
Toyota,Fortuner,2010,14377,Electric,Automatic,White,2,False,Hyderabad,True,1.3,Sedan,Third-Party,2697843.45
Hyundai,Creta,2004,123741,Petrol,Manual,Red,2,False,Delhi,False,1.4,Hatchback,None,481438.85
Ford,EcoSport,2006,10713,CNG,Automatic,Silver,2,False,Bangalore,True,1.1,SUV,Third-Party,50000.0
Audi,Q5,2013,192824,Electric,Automatic,Silver,2,False,Delhi,False,4.0,SUV,None,5421076.4
Mercedes,S-Class,2004,151137,Petrol,Automatic,Red,2,False,Delhi,False,4.5,Sedan,None,8977329.45
Mercedes,E-Class,2024,14178,CNG,Automatic,Red,3,False,Delhi,False,1.7,Sedan,Third-Party,6497873.3
Honda,Civic,2016,58382,Petrol,Automatic,Silver,2,True,Kolkata,False,4.1,SUV,Third-Party,261242.7
Tata,Harrier,2021,181073,CNG,Automatic,Blue,3,False,Bangalore,False,4.5,Hatchback,Third-Party,1522839.05
Nissan,Kicks,2018,157936,Petrol,Manual,Black,2,True,Kolkata,False,4.3,Wagon,Third-Party,846309.6
Honda,Jazz,2009,161999,CNG,Automatic,Black,3,True,Delhi,False,1.5,Wagon,None,50000.0
Honda,Civic,2017,45717,CNG,Manual,Grey,3,True,Delhi,True,4.5,Hatchback,Comprehensive,313142.45
Mercedes,E-Class,2024,26166,CNG,Automatic,Grey,3,True,Delhi,False,3.5,SUV,Comprehensive,6500000.0
Maruti Suzuki,Dzire,2004,166278,CNG,Manual,Grey,3,False,Bangalore,True,2.2,SUV,Third-Party,50000.0
Mercedes,E-Class,2014,121732,Diesel,Automatic,Silver,3,True,Pune,True,5.0,Wagon,None,5901740.2
Honda,Jazz,2008,170958,CNG,Manual,Red,3,False,Delhi,True,3.8,SUV,None,50000.0
Tata,Harrier,2024,12506,Electric,Manual,Red,1,False,Mumbai,True,3.8,Sedan,None,1678124.1
Maruti Suzuki,Swift,2006,167707,Petrol,Automatic,White,3,True,Pune,False,3.6,SUV,Comprehensive,50000.0
Maruti Suzuki,Vitara Brezza,2013,25611,Electric,Manual,White,1,True,Mumbai,False,2.2,Sedan,Third-Party,296158.35
Nissan,Kicks,2014,142545,Petrol,Manual,Red,2,False,Chennai,True,1.1,Hatchback,Third-Party,578618.25
Ford,Endeavour,2014,152970,Electric,Manual,Red,3,True,Pune,True,2.1,Convertible,Comprehensive,2397054.5
Tata,Harrier,2007,7405,Diesel,Manual,Blue,1,True,Hyderabad,False,2.5,SUV,Third-Party,848889.25
Mercedes,C-Class,2007,60928,Diesel,Automatic,Grey,1,False,Hyderabad,True,4.3,Hatchback,Comprehensive,4070860.8
Ford,Endeavour,2000,116488,Diesel,Manual,White,3,False,Pune,True,1.6,SUV,Third-Party,1682526.8
Tata,Harrier,2016,120333,Diesel,Automatic,Grey,1,False,Ahmedabad,False,1.1,Convertible,None,1261950.05
Honda,City,2014,136110,Diesel,Manual,Red,1,False,Mumbai,False,4.6,Sedan,None,509583.5
Toyota,Corolla,2014,37537,Diesel,Manual,Grey,2,False,Pune,False,1.7,Coupe,Comprehensive,644369.45
Hyundai,Verna,2017,26644,Diesel,Manual,Grey,1,True,Hyderabad,False,4.5,Hatchback,Comprehensive,546003.4
Ford,EcoSport,2023,30278,Electric,Automatic,Black,3,False,Ahmedabad,False,3.3,Sedan,Third-Party,695458.3
Honda,City,2024,132489,Diesel,Automatic,Red,1,False,Kolkata,True,4.2,Sedan,Comprehensive,910126.65
Tata,Harrier,2020,177039,CNG,Manual,Red,1,True,Ahmedabad,False,1.1,SUV,Third-Party,1473444.15
Mercedes,S-Class,2013,25021,CNG,Automatic,Silver,1,True,Ahmedabad,True,2.3,Sedan,Comprehensive,9396246.85
Audi,Q5,2011,16001,Electric,Manual,White,3,False,Bangalore,False,3.7,Sedan,Third-Party,5347599.85
Ford,Endeavour,2011,49439,Diesel,Manual,Silver,2,True,Bangalore,True,2.5,Convertible,None,2312584.15
Honda,Jazz,2017,29326,CNG,Manual,Red,2,True,Bangalore,True,2.1,SUV,Third-Party,365601.1
Hyundai,Creta,2011,91064,Electric,Manual,Red,1,True,Kolkata,False,1.4,Convertible,Third-Party,836340.4
Toyota,Corolla,2000,67142,CNG,Automatic,White,1,True,Mumbai,True,2.5,Convertible,Comprehensive,50000.0
Maruti Suzuki,Vitara Brezza,2013,98682,Diesel,Automatic,White,2,True,Bangalore,True,2.4,Sedan,Comprehensive,205197.7
Ford,Endeavour,2012,151679,CNG,Automatic,White,3,True,Chennai,False,5.0,Sedan,Comprehensive,2347248.15
Nissan,Terrano,2017,77469,Electric,Automatic,Black,3,True,Pune,False,2.0,Wagon,Third-Party,908379.65
BMW,M3,2014,151854,CNG,Automatic,Blue,1,False,Ahmedabad,True,1.2,Wagon,Third-Party,6907221.9
Tata,Harrier,2007,90950,Petrol,Automatic,Black,2,False,Pune,True,4.7,Wagon,Comprehensive,736357.5
Toyota,Fortuner,2001,29877,CNG,Manual,Blue,1,False,Kolkata,True,1.8,SUV,None,2275518.45
Audi,A6,2016,194764,Petrol,Manual,Grey,3,False,Delhi,True,1.0,Convertible,Comprehensive,5020785.4
Audi,A4,2009,32849,CNG,Manual,White,1,True,Mumbai,False,3.3,Convertible,Third-Party,3795072.65
Nissan,Magnite,2000,134734,CNG,Automatic,Blue,3,False,Mumbai,False,4.1,Wagon,Comprehensive,50000.0
Mercedes,E-Class,2013,37917,CNG,Automatic,Silver,3,True,Kolkata,False,3.5,Hatchback,None,5914312.45
Honda,Jazz,2013,175370,CNG,Automatic,Black,1,True,Bangalore,True,4.2,Wagon,None,173694.5
BMW,X5,2008,185069,Petrol,Manual,Grey,3,True,Kolkata,False,3.1,Wagon,None,7142239.65
Hyundai,Creta,2014,182965,Diesel,Automatic,Silver,3,False,Hyderabad,True,3.3,Convertible,Comprehensive,872555.25
Tata,Harrier,2020,12187,CNG,Manual,Silver,3,True,Kolkata,False,3.0,Coupe,Comprehensive,1468171.95
Ford,EcoSport,2017,65073,CNG,Automatic,Silver,1,True,Bangalore,True,3.6,Coupe,None,440239.05
Honda,Civic,2009,78337,Diesel,Automatic,Black,1,False,Delhi,False,1.9,SUV,Comprehensive,50000.0
Audi,A4,2021,51216,Electric,Manual,Silver,3,False,Mumbai,False,4.3,Wagon,Third-Party,4342317.6
Honda,Jazz,2023,76583,Electric,Manual,Grey,1,False,Kolkata,False,2.2,Coupe,Comprehensive,668512.55
Ford,EcoSport,2015,76754,Electric,Automatic,White,1,False,Pune,False,1.5,Convertible,Comprehensive,318486.9
Honda,Jazz,2023,12348,Petrol,Automatic,Red,1,False,Bangalore,False,1.3,Coupe,Third-Party,728147.8
Ford,Endeavour,2004,35245,Diesel,Manual,Blue,1,False,Mumbai,True,3.0,Sedan,None,1974713.25
Audi,A4,2018,93917,Electric,Manual,Red,3,True,Hyderabad,False,1.0,Coupe,None,4155912.45
Nissan,Terrano,2017,146820,CNG,Manual,White,3,False,Pune,True,4.2,SUV,None,827977.0
Tata,Altroz,2015,173513,Electric,Automatic,Black,3,False,Kolkata,True,3.6,Sedan,Third-Party,50000.0
Nissan,Kicks,2015,112016,Petrol,Manual,Silver,1,True,Bangalore,False,2.2,Wagon,Comprehensive,783197.6
Maruti Suzuki,Swift,2002,172152,Diesel,Automatic,White,2,True,Kolkata,False,5.0,Coupe,Third-Party,50000.0
Honda,Jazz,2012,137968,CNG,Manual,Silver,3,False,Kolkata,False,2.4,Coupe,Third-Party,79304.8
Toyota,Fortuner,2000,158435,Diesel,Manual,Red,2,False,Pune,True,2.9,Convertible,Third-Party,2176234.75
Audi,A4,2007,50478,Petrol,Automatic,Black,3,False,Pune,True,3.6,Hatchback,Comprehensive,3542428.3
Honda,Civic,2021,8400,Diesel,Manual,White,1,True,Pune,False,4.1,Wagon,Comprehensive,548740.0
Audi,A6,2024,78379,CNG,Automatic,Silver,3,True,Bangalore,True,2.7,Convertible,Third-Party,5458243.15
Ford,EcoSport,2014,30161,Electric,Manual,Red,1,False,Pune,True,2.3,Coupe,Third-Party,225475.84999999998
Nissan,Terrano,2015,60354,Diesel,Automatic,Silver,3,False,Hyderabad,True,3.8,Coupe,Comprehensive,740946.9
Audi,A4,2022,151845,Diesel,Manual,Blue,2,False,Mumbai,False,3.0,Coupe,None,4377223.25
Toyota,Innova,2019,20334,CNG,Manual,Grey,2,True,Delhi,True,2.0,Coupe,Third-Party,1316949.9
Nissan,Magnite,2013,95123,CNG,Automatic,Grey,2,True,Chennai,False,1.4,Wagon,None,50000.0
Audi,A4,2001,46241,CNG,Manual,Black,1,False,Hyderabad,False,1.6,Hatchback,None,3323063.85
Audi,A6,2024,105158,Electric,Automatic,White,2,False,Delhi,True,2.0,Coupe,None,5434226.3
Hyundai,Creta,2019,22440,Electric,Manual,Silver,3,False,Bangalore,True,1.2,Wagon,None,1196634.0
Nissan,Magnite,2004,65616,Diesel,Manual,Grey,1,True,Chennai,True,1.6,Coupe,Third-Party,50000.0
Audi,Q5,2008,160795,Electric,Automatic,White,2,False,Hyderabad,False,4.7,Sedan,None,5125880.75
Toyota,Corolla,2023,170137,CNG,Automatic,Silver,3,False,Kolkata,True,3.4,SUV,None,1024479.45
Ford,EcoSport,2004,156965,Petrol,Automatic,Black,1,True,Hyderabad,False,1.8,Hatchback,Third-Party,50000.0
Nissan,Kicks,2009,190185,CNG,Automatic,Silver,3,False,Pune,False,4.9,Convertible,Comprehensive,371472.25
Audi,Q5,2004,6043,Petrol,Automatic,White,3,True,Chennai,True,3.0,Hatchback,Comprehensive,4919093.55
Tata,Nexon,2018,161857,CNG,Manual,Red,1,True,Bangalore,False,1.2,Wagon,None,625721.45
Honda,City,2021,74720,Electric,Automatic,Black,2,False,Pune,True,5.0,SUV,Comprehensive,738792.0
Maruti Suzuki,Vitara Brezza,2017,95065,Petrol,Manual,Grey,1,True,Ahmedabad,True,4.4,Wagon,Comprehensive,385740.25
BMW,3 Series,2017,72496,Petrol,Manual,Grey,2,True,Delhi,False,3.1,Wagon,Comprehensive,3659125.6
Nissan,Magnite,2005,91241,CNG,Automatic,Silver,1,False,Chennai,True,1.3,Coupe,None,50000.0
Honda,Jazz,2014,42073,CNG,Manual,White,1,True,Mumbai,False,2.5,Sedan,Comprehensive,293689.05
Tata,Nexon,2021,171630,Diesel,Automatic,Silver,2,False,Mumbai,True,1.7,Hatchback,Comprehensive,674255.5
Mercedes,C-Class,2014,81067,Electric,Manual,Grey,3,True,Bangalore,True,3.2,Coupe,Third-Party,4457839.95
Mercedes,C-Class,2009,145886,Petrol,Manual,Black,3,True,Hyderabad,False,4.4,Hatchback,Comprehensive,4198117.1
Honda,Jazz,2004,8622,Electric,Manual,Grey,2,True,Chennai,True,3.4,Convertible,Comprehensive,50000.0
Mercedes,C-Class,2013,192062,Petrol,Manual,White,2,False,Kolkata,False,2.0,Sedan,None,4371190.7
Toyota,Corolla,2014,94040,CNG,Manual,Silver,3,False,Chennai,True,1.3,Convertible,Comprehensive,585894.0
Mercedes,C-Class,2014,138476,Electric,Automatic,Black,2,False,Delhi,True,2.6,Sedan,Comprehensive,4429228.6
Toyota,Corolla,2023,118063,Diesel,Manual,Red,2,True,Kolkata,True,3.5,Sedan,None,1052290.55
Honda,Civic,2006,179678,Diesel,Manual,White,1,True,Ahmedabad,False,3.0,Hatchback,Comprehensive,50000.0
Mercedes,C-Class,2012,107668,Diesel,Manual,Grey,3,True,Delhi,True,2.4,SUV,Comprehensive,4353849.8
Maruti Suzuki,Swift,2013,124787,Electric,Automatic,Red,3,True,Hyderabad,False,1.9,Sedan,None,50000.0
Nissan,Kicks,2005,56320,Electric,Automatic,Blue,1,True,Delhi,False,1.5,Convertible,Third-Party,291552.0
Mercedes,E-Class,2020,16869,Electric,Manual,Grey,1,True,Hyderabad,True,3.1,Hatchback,Third-Party,6247469.65
BMW,3 Series,2005,78169,Diesel,Automatic,Silver,3,False,Kolkata,True,3.0,SUV,None,2938274.65
Maruti Suzuki,Dzire,2002,149946,CNG,Manual,Blue,3,True,Kolkata,False,1.9,SUV,None,50000.0
BMW,X5,2009,99915,CNG,Automatic,Grey,1,True,Hyderabad,True,4.6,Wagon,Comprehensive,7185012.75
Ford,EcoSport,2007,21871,Petrol,Manual,Grey,3,False,Mumbai,True,1.6,Wagon,Comprehensive,50000.0
Tata,Harrier,2004,40580,CNG,Manual,Grey,3,True,Mumbai,False,4.0,Wagon,Comprehensive,713913.0
Hyundai,Elantra,2009,174165,Electric,Manual,White,1,True,Kolkata,True,1.9,Convertible,Comprehensive,473875.25
Audi,A4,2017,52525,CNG,Manual,Blue,2,True,Chennai,True,4.4,SUV,Third-Party,4062121.25
Mercedes,C-Class,2002,64008,Diesel,Manual,Red,3,False,Pune,True,2.7,Wagon,None,3790398.8
Toyota,Innova,2000,120559,CNG,Manual,White,3,True,Ahmedabad,False,2.0,Convertible,Third-Party,351916.15
Maruti Suzuki,Swift,2012,172228,Electric,Manual,Blue,2,True,Chennai,True,3.5,Hatchback,Comprehensive,50000.0
Audi,Q5,2022,101024,Petrol,Automatic,White,3,True,Hyderabad,True,2.7,Convertible,None,5804846.4
Mercedes,S-Class,2000,173973,Electric,Automatic,Blue,3,False,Ahmedabad,True,2.7,Coupe,Comprehensive,8673904.05
Toyota,Fortuner,2005,87349,Petrol,Manual,Red,3,True,Ahmedabad,True,3.9,Hatchback,None,2456897.65
Mercedes,E-Class,2021,115985,Electric,Manual,White,2,False,Delhi,True,4.4,Sedan,None,6282602.25
Maruti Suzuki,Dzire,2003,129443,Diesel,Manual,Grey,1,True,Bangalore,False,3.9,Coupe,Third-Party,50000.0
Toyota,Fortuner,2020,75872,Petrol,Automatic,Blue,3,False,Hyderabad,True,4.9,Hatchback,Third-Party,3188619.2
Honda,Civic,2002,18152,CNG,Automatic,Blue,2,True,Pune,True,2.8,Convertible,Comprehensive,50000.0
Hyundai,Verna,2024,44024,Diesel,Automatic,Black,2,False,Pune,True,1.5,Hatchback,Comprehensive,793396.4
Tata,Harrier,2021,140650,Petrol,Automatic,Black,1,True,Mumbai,False,2.4,SUV,None,1578902.5
Maruti Suzuki,Dzire,2015,40253,CNG,Automatic,Blue,2,True,Hyderabad,False,1.7,Coupe,None,163962.05
Mercedes,E-Class,2019,26796,Diesel,Automatic,White,2,True,Kolkata,False,1.3,Coupe,None,6215980.6
Hyundai,Creta,2000,183917,Diesel,Manual,Red,1,False,Bangalore,True,4.6,Hatchback,None,252412.45
Tata,Harrier,2008,68747,Diesel,Manual,Red,3,True,Bangalore,True,3.0,Wagon,None,859687.95
Ford,EcoSport,2014,109794,Petrol,Manual,Grey,1,False,Ahmedabad,True,4.2,Sedan,None,213530.90000000002
Ford,Endeavour,2020,7606,Diesel,Manual,Grey,3,True,Ahmedabad,True,2.5,Sedan,Comprehensive,2718859.1
Honda,Jazz,2022,21477,Electric,Manual,White,2,True,Chennai,True,3.8,SUV,None,566778.45
Ford,EcoSport,2021,109223,Electric,Automatic,Grey,3,False,Chennai,False,1.8,Hatchback,Comprehensive,583616.55
Tata,Nexon,2011,94769,CNG,Automatic,Silver,1,True,Hyderabad,False,4.4,Convertible,Comprehensive,235784.65
Mercedes,S-Class,2023,194546,Diesel,Automatic,Silver,2,True,Bangalore,True,4.5,Hatchback,Third-Party,9890818.1
Maruti Suzuki,Vitara Brezza,2019,44456,CNG,Manual,White,1,False,Chennai,False,1.6,SUV,Comprehensive,523331.6
Honda,Civic,2016,93665,Electric,Automatic,Red,2,False,Pune,False,3.0,Hatchback,None,235950.25
BMW,M3,2017,86156,Diesel,Automatic,Red,2,False,Pune,False,2.7,Coupe,Third-Party,7087076.6
BMW,M3,2002,196379,Diesel,Automatic,Blue,1,False,Pune,True,2.3,Sedan,None,6300543.15
Tata,Nexon,2014,197079,Diesel,Automatic,Grey,2,False,Chennai,False,3.4,Convertible,Comprehensive,320438.15
Toyota,Corolla,2016,192443,Diesel,Manual,Black,1,True,Kolkata,True,2.6,Hatchback,Comprehensive,721133.55
Mercedes,S-Class,2017,138623,CNG,Automatic,White,3,False,Chennai,True,3.3,Hatchback,None,9529206.55
Hyundai,Creta,2010,114675,CNG,Manual,Blue,2,False,Bangalore,True,3.9,SUV,None,732798.75
BMW,M3,2024,45101,CNG,Manual,White,1,False,Hyderabad,False,1.7,SUV,None,7473234.85
Mercedes,C-Class,2019,25432,Diesel,Automatic,White,1,True,Hyderabad,True,3.1,Hatchback,Comprehensive,4696185.2
BMW,X5,2007,181563,CNG,Automatic,Blue,2,True,Ahmedabad,False,1.1,Coupe,Comprehensive,7092765.55
Nissan,Kicks,2006,110030,Petrol,Manual,Grey,3,True,Kolkata,False,1.1,Coupe,Third-Party,253495.5
Honda,Civic,2001,23295,CNG,Manual,Black,2,True,Ahmedabad,True,4.8,Hatchback,Third-Party,50000.0
Maruti Suzuki,Dzire,2016,118645,Diesel,Automatic,Grey,3,True,Bangalore,False,1.7,Wagon,Third-Party,252203.25
Audi,Q5,2017,50913,Petrol,Automatic,Silver,1,True,Kolkata,False,3.2,Hatchback,Third-Party,5642363.05
Nissan,Terrano,2016,180023,CNG,Automatic,Blue,3,False,Bangalore,False,3.1,Hatchback,Third-Party,872996.55
Honda,City,2022,15909,Electric,Manual,Grey,2,True,Pune,False,4.0,Convertible,Third-Party,867613.65
BMW,X5,2006,87644,Diesel,Manual,Blue,2,True,Mumbai,True,2.4,Wagon,Comprehensive,7056853.4
Audi,Q5,2019,135596,Diesel,Manual,Grey,3,True,Mumbai,True,1.0,Convertible,Comprehensive,5699660.6
Honda,Civic,2005,100007,Petrol,Automatic,Black,3,False,Bangalore,True,2.1,SUV,Comprehensive,50000.0
Mercedes,E-Class,2015,165259,Petrol,Automatic,Blue,3,False,Chennai,False,4.3,SUV,Comprehensive,5975211.15
Mercedes,E-Class,2005,101894,CNG,Manual,Blue,3,True,Kolkata,False,2.1,Wagon,Comprehensive,5504715.9
Mercedes,E-Class,2023,106740,CNG,Manual,Silver,2,False,Chennai,True,4.1,SUV,None,6333989.0
Toyota,Innova,2011,179332,Electric,Automatic,Silver,3,True,Ahmedabad,False,3.0,Coupe,Comprehensive,893100.2
Tata,Nexon,2020,16712,CNG,Manual,Red,2,True,Kolkata,True,2.3,Wagon,Comprehensive,617493.2
Nissan,Terrano,2013,44638,Electric,Automatic,Grey,2,True,Kolkata,True,1.9,SUV,Third-Party,663304.3
Ford,EcoSport,2016,176822,CNG,Automatic,White,1,True,Ahmedabad,True,1.1,Sedan,Third-Party,323476.7
Nissan,Magnite,2021,84601,Diesel,Automatic,Black,2,True,Pune,False,1.0,Hatchback,None,407309.85
Nissan,Terrano,2001,93632,Electric,Automatic,Grey,3,True,Ahmedabad,True,4.2,Coupe,Comprehensive,55955.20000000001
Mercedes,E-Class,2009,24058,Diesel,Manual,Black,3,False,Ahmedabad,False,1.0,Hatchback,Comprehensive,5696391.3
Nissan,Terrano,2020,96946,Petrol,Manual,Silver,1,True,Bangalore,False,3.1,SUV,Third-Party,1135458.1
Honda,Jazz,2017,74083,Petrol,Automatic,White,1,True,Chennai,False,2.8,Sedan,Third-Party,388887.55
Audi,Q5,2001,172768,Petrol,Manual,Red,1,True,Mumbai,True,1.3,Wagon,Comprehensive,4824084.8
Toyota,Fortuner,2015,110835,Petrol,Automatic,Red,1,False,Pune,True,2.0,Wagon,None,2963374.75
Tata,Nexon,2006,30654,Electric,Automatic,Blue,1,True,Delhi,True,3.8,Sedan,Third-Party,50000.0
Toyota,Innova,2023,104236,Diesel,Automatic,Grey,3,False,Delhi,True,2.7,Coupe,Comprehensive,1484364.6
Maruti Suzuki,Dzire,2011,148291,CNG,Manual,White,3,False,Kolkata,False,2.3,Sedan,Comprehensive,50000.0
Toyota,Fortuner,2012,63493,CNG,Manual,Red,1,False,Hyderabad,True,2.2,Hatchback,None,2820476.05
Tata,Nexon,2018,167774,Diesel,Automatic,Black,3,False,Pune,True,2.1,Hatchback,Third-Party,474833.9
Audi,Q5,2023,8357,CNG,Manual,Red,2,False,Delhi,True,2.7,Hatchback,None,5898746.45
Audi,A4,2015,90829,CNG,Automatic,White,2,True,Delhi,False,2.7,Sedan,None,4056375.65
Audi,Q5,2013,59946,Petrol,Manual,White,1,True,Chennai,False,4.9,Sedan,Comprehensive,5441008.1
Tata,Altroz,2020,99340,Petrol,Manual,Red,2,False,Kolkata,False,2.4,Hatchback,Third-Party,335099.0
Ford,Endeavour,2019,54968,Electric,Automatic,Black,2,True,Bangalore,True,4.4,SUV,None,2711754.8
Ford,Fiesta,2015,177682,Electric,Automatic,Silver,3,True,Pune,False,4.0,SUV,Comprehensive,93347.7
Tata,Harrier,2021,79356,CNG,Automatic,Grey,1,True,Kolkata,False,3.6,Wagon,Comprehensive,1538096.6
Honda,Civic,2006,76364,Electric,Manual,Silver,3,False,Pune,True,1.9,Wagon,None,50000.0
Maruti Suzuki,Vitara Brezza,2007,168077,CNG,Automatic,Blue,3,True,Hyderabad,False,1.9,SUV,Comprehensive,50000.0
Tata,Harrier,2005,70290,CNG,Manual,Grey,1,False,Pune,False,4.5,Hatchback,None,719456.5
Toyota,Innova,2003,24111,CNG,Manual,Silver,1,True,Chennai,True,1.7,Coupe,Third-Party,496383.35
Hyundai,Verna,2010,160384,Petrol,Manual,Blue,3,False,Delhi,True,3.2,Sedan,None,125942.4
Hyundai,Verna,2023,140808,Diesel,Manual,Grey,2,True,Chennai,False,3.2,SUV,Comprehensive,798878.8
Maruti Suzuki,Dzire,2022,31276,CNG,Automatic,White,1,True,Chennai,False,1.2,Convertible,Comprehensive,545308.6
BMW,3 Series,2017,83132,Diesel,Automatic,Black,3,True,Hyderabad,True,2.0,Sedan,Third-Party,3557530.2
Hyundai,Elantra,2012,166859,CNG,Manual,Black,1,True,Ahmedabad,False,4.3,Wagon,None,674971.15
Hyundai,Verna,2019,138050,Petrol,Automatic,Blue,3,True,Kolkata,False,3.2,Wagon,None,599292.5
Nissan,Magnite,2024,7430,Electric,Automatic,Blue,2,True,Ahmedabad,True,4.5,Convertible,Third-Party,518885.5
Toyota,Innova,2011,104482,CNG,Manual,Red,2,True,Kolkata,True,2.6,Convertible,Third-Party,854327.7
Toyota,Innova,2020,105709,CNG,Manual,Silver,3,True,Chennai,False,2.0,Coupe,Comprehensive,1354143.65
Hyundai,Elantra,2015,65125,Petrol,Manual,White,1,False,Ahmedabad,False,3.7,Convertible,None,820231.25
Mercedes,S-Class,2022,53415,Diesel,Automatic,Blue,2,False,Delhi,True,4.9,Coupe,Comprehensive,9841987.75
Ford,Endeavour,2016,158307,Electric,Automatic,Red,2,False,Bangalore,True,3.7,Convertible,None,2526253.95
Audi,A4,2008,102138,CNG,Automatic,Silver,1,True,Hyderabad,False,4.9,Wagon,None,3684679.3
BMW,M3,2003,140576,Electric,Manual,Black,2,False,Chennai,True,3.0,Wagon,Third-Party,6328913.6
Hyundai,Creta,2007,185730,CNG,Manual,White,3,True,Ahmedabad,False,2.2,SUV,Comprehensive,592140.5
Toyota,Innova,2020,133543,Diesel,Automatic,Black,2,False,Pune,True,2.2,Hatchback,Third-Party,1279968.55
Honda,Jazz,2016,154446,Petrol,Automatic,Black,1,True,Bangalore,True,1.8,Sedan,None,326833.1
BMW,3 Series,2007,93884,Petrol,Automatic,Red,3,True,Pune,False,3.5,Hatchback,Third-Party,3105917.4
Maruti Suzuki,Swift,2017,98354,Electric,Automatic,Black,1,True,Ahmedabad,True,4.3,Convertible,None,185246.9
Toyota,Innova,2009,134228,Petrol,Automatic,Blue,3,False,Delhi,True,3.8,Coupe,Third-Party,779865.8
Mercedes,C-Class,2007,18409,CNG,Automatic,Blue,3,True,Pune,True,4.2,Coupe,None,4067238.65
Toyota,Corolla,2008,133571,CNG,Manual,Black,3,False,Pune,False,3.3,Coupe,Comprehensive,329964.35
Audi,A4,2018,45345,Electric,Manual,Black,3,False,Bangalore,True,2.0,Hatchback,Third-Party,4143198.25
Mercedes,S-Class,2010,143316,Diesel,Manual,Red,3,True,Ahmedabad,False,4.8,Sedan,Comprehensive,9248502.6
Honda,Civic,2021,188822,CNG,Manual,Silver,3,False,Chennai,False,3.3,Convertible,Third-Party,471676.7
Maruti Suzuki,Vitara Brezza,2016,16295,CNG,Manual,Red,2,False,Bangalore,True,3.3,Hatchback,Third-Party,347555.75
Honda,Jazz,2004,196031,Electric,Automatic,Silver,3,False,Mumbai,False,3.3,Hatchback,Third-Party,50000.0
Tata,Nexon,2014,42174,Petrol,Automatic,Black,3,False,Delhi,True,1.7,Coupe,None,343673.9
Maruti Suzuki,Dzire,2009,17181,Diesel,Automatic,Grey,3,True,Kolkata,True,1.9,Wagon,Comprehensive,50000.0
Hyundai,Creta,2022,189178,Petrol,Automatic,White,1,True,Pune,False,2.6,Sedan,Comprehensive,1371623.3
Hyundai,Elantra,2022,198739,Petrol,Manual,White,1,True,Delhi,True,3.5,Convertible,None,1170189.15
Nissan,Kicks,2013,115215,Electric,Manual,Red,2,True,Pune,False,3.2,SUV,Comprehensive,602717.75
BMW,X5,2017,106505,Petrol,Manual,Grey,3,True,Kolkata,False,4.2,Coupe,Third-Party,7604024.25
Toyota,Fortuner,2020,143512,Electric,Manual,Silver,3,False,Delhi,True,2.8,Hatchback,Third-Party,3228473.2
BMW,X5,2020,40998,CNG,Manual,Blue,3,False,Kolkata,True,3.3,Coupe,None,7693850.3
Ford,EcoSport,2024,159068,Diesel,Automatic,Red,1,False,Bangalore,False,2.5,Coupe,None,800000.0
Mercedes,E-Class,2006,11444,Petrol,Manual,Red,3,True,Bangalore,False,3.5,SUV,None,5618283.4
Toyota,Fortuner,2002,150077,Electric,Manual,Blue,1,False,Pune,True,3.0,Hatchback,Comprehensive,2307488.45
Toyota,Innova,2003,163410,Electric,Manual,Silver,3,True,Bangalore,True,1.1,Wagon,Comprehensive,495488.5
Maruti Suzuki,Vitara Brezza,2014,95337,Diesel,Manual,Silver,3,False,Kolkata,False,2.6,Sedan,Third-Party,235699.45
Honda,Jazz,2002,95825,Electric,Automatic,Blue,1,False,Kolkata,True,3.6,Sedan,Comprehensive,50000.0
Honda,City,2021,181904,Diesel,Manual,Black,2,False,Mumbai,True,1.0,Coupe,None,772714.4
Maruti Suzuki,Dzire,2008,188438,Diesel,Automatic,Silver,3,False,Bangalore,False,4.5,Wagon,None,50000.0
Maruti Suzuki,Swift,2024,78543,Petrol,Manual,White,3,False,Ahmedabad,False,1.7,SUV,None,538218.55
Maruti Suzuki,Swift,2008,105379,Petrol,Manual,Blue,3,False,Chennai,False,2.4,SUV,Comprehensive,50000.0
Nissan,Magnite,2018,15809,Petrol,Manual,Red,3,True,Kolkata,True,2.8,SUV,None,217628.65000000002
Nissan,Terrano,2015,86910,CNG,Automatic,Red,2,False,Mumbai,True,2.3,Hatchback,None,786963.5
